"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC004635",-1.04675725863537,1.58257771277625,-6.68523593044399,1.30640692199942e-09,3.01179051797746e-07,11.2158830645433
"TC015856",0.279800353912942,6.09548086306205,6.59598454447547,1.99006250737434e-09,4.09633045044715e-07,11.132224919096
"TC030778",-0.58418387117268,3.06610659193344,-6.56881850837605,2.26115630436706e-09,4.49385322766191e-07,11.1263722566423
"TC008784",-0.304540391149683,11.6305692236418,-6.56068899987028,2.34915868974716e-09,4.51312536945258e-07,11.0595814515626
"TC016287",0.379998033775802,5.67734283265834,6.57166514092524,2.2311181136151e-09,4.49385322766191e-07,11.0295388348423
"TC008780",-0.750348723488899,6.02550247867525,-6.56080212625886,2.34791116850875e-09,4.51312536945258e-07,10.9938922559752
"TC014842",1.71949513267905,-0.463293222148843,6.86493465505648,5.56576985316589e-10,1.42570286883207e-07,10.9855939175461
"TC004129",-0.474985448130438,3.12581999333912,-6.52444502651119,2.78451141070619e-09,5.09477190971591e-07,10.9437985381728
"TC007393",0.314762307758502,5.58047905262483,6.54642241718463,2.51185203255285e-09,4.73934475949515e-07,10.9222556826424
"TC002391",0.202506023806749,6.76510269033906,6.54328144269455,2.54914006323154e-09,4.73934475949515e-07,10.8950105747624
"TC010081",0.540895522255628,2.64044613612549,6.50874199489486,2.99704487061146e-09,5.31491326515974e-07,10.8473017033931
"TC014314",-0.767105650462581,6.4435218267704,-6.51456419454808,2.91643687920018e-09,5.25277623539696e-07,10.7637791526939
"TC006471",-0.456424878629805,6.18108391671025,-6.50133636216246,3.10276265333175e-09,5.41902198559925e-07,10.7033033914904
"TC009174",0.226075849145564,8.37648370606371,6.46199040459906,3.72933344603294e-09,6.41612337797338e-07,10.5526591307162
"TC014561",0.295091475942126,5.26325882263517,6.45323015381969,3.88501227330204e-09,6.48313012734941e-07,10.5184884347761
"TC006658",1.37735156572052,6.21836624109358,6.45505133442699,3.85212823993499e-09,6.48313012734941e-07,10.4971659249477
"TC005675",0.291488508656748,5.8987903370247,6.45038127768056,3.93700970690083e-09,6.48313012734941e-07,10.4705800042112
"TC030747",-0.776185587018174,2.21504167851392,-6.44258158999494,4.08291179213483e-09,6.62869355323073e-07,10.4410365165202
"TC007574",0.2510134474331,4.73772135020616,6.41560074463448,4.63001730147208e-09,7.11602792454248e-07,10.390132078003
"TC002483",-0.609613691167571,9.60226834145581,-6.42060416126279,4.52336432638649e-09,7.11602792454248e-07,10.3857867041947
"TC011863",-0.805012053884788,2.76480295391821,-6.40720506545367,4.8145858971688e-09,7.30233311008747e-07,10.3851697086264
"TC015028",-0.328359436159763,5.11201971023432,-6.41578576611307,4.62602952598379e-09,7.11602792454248e-07,10.3726041402026
"TC001029",-0.451670174930604,6.92296655729306,-6.42864950745208,4.35693430414399e-09,6.97533079498164e-07,10.3699425000487
"TC001448",-0.562739335923759,2.95241292655618,-6.39620419294114,5.06746007613249e-09,7.4887964484076e-07,10.3607231399287
"TC011401",-0.378889162049441,4.68281520748697,-6.39931372846276,4.99468168937916e-09,7.47710335499657e-07,10.33318318938
"TC011621",-0.542335259772154,3.69257037535648,-6.38377965630705,5.36885120184104e-09,7.83376554476224e-07,10.3243477486949
"TC004130",-0.461092751186648,4.33075124063579,-6.36238375976407,5.92988505994144e-09,8.43873889949938e-07,10.1937644528014
"TC015374",0.280153454669257,5.52015137035352,6.37330089718093,5.63674680886309e-09,8.1218475582206e-07,10.1401217527425
"TC006738",0.327371559109287,4.98894358204908,6.35414437642461,6.16103882457118e-09,8.65963035668571e-07,10.0938053770001
"TC014480",0.381210328196879,4.66129278995185,6.33769159105487,6.64954875169667e-09,9.01757040715383e-07,10.0410746651687
"TC003693",-0.246364715590316,6.87054784816251,-6.35156013725619,6.23535455543432e-09,8.65963035668571e-07,10.019339159618
"TC015449",0.572240242151149,5.50793376799326,6.34691974390025,6.37102695640972e-09,8.74271758649225e-07,10.0165592810018
"TC016314",0.305023834083089,4.19539827690235,6.30328529535288,7.79801183376905e-09,1.03319175181443e-06,9.92868593319013
"TC012038",1.14680042170115,3.56074613483384,6.28105081648297,8.64211008326e-09,1.1192989093229e-06,9.86581279732282
"TC008504",-1.03336643201425,8.82191190303642,-6.29560251459827,8.08005105265201e-09,1.05839486913545e-06,9.80298468711419
"TC001706",-0.449401135402615,2.90683065860204,-6.26892902648957,9.13962429728338e-09,1.17058276971984e-06,9.80282366615648
"TC011602",-2.51409706820168,1.69020782443726,-6.32959288978263,6.903859391539e-09,9.25357990770582e-07,9.73266241930019
"TC009456",-0.529805342941162,2.61830771202182,-6.25618649051378,9.69307948563023e-09,1.21184742821715e-06,9.72008495228263
"TC014741",-0.698327613013613,4.62225791061465,-6.25431276780976,9.77720229237399e-09,1.21184742821715e-06,9.69421869246774
"TC014967",-0.516095761252178,3.52482279183444,-6.23521624434438,1.06767013496306e-08,1.30925889848076e-06,9.67132905396885
"TC005725",-0.416070208535953,8.88352312079761,-6.26174093668732,9.44787896841924e-09,1.19676594361504e-06,9.65618663508363
"TC016395",2.34500826781576,2.58550111888383,6.23241959185944,1.08151069061062e-08,1.31227091901775e-06,9.65147819037614
"TC015421",0.384761425938051,3.4805162000906,6.20990375297874,1.19958046044407e-08,1.42552205850915e-06,9.55326835731442
"TC008270",0.362449406003419,4.36184745905737,6.22225837448965,1.13330382610625e-08,1.36079095870071e-06,9.55296724434403
"TC011724",-0.529188237306993,3.64776092800208,-6.20587123717241,1.22202926981086e-08,1.43738075439896e-06,9.54093724310663
"TC015122",-0.41150572550603,6.88517114925279,-6.19247654322783,1.29961102281853e-08,1.51319356161911e-06,9.30639719753283
"TC013567",-0.426903860866052,6.52945465408815,-6.18224234636771,1.36214109392315e-08,1.57014003896521e-06,9.25849859828102
"TC001724",0.511548626631682,4.6341928601261,6.15089193247262,1.57273309865684e-08,1.78470081476507e-06,9.21047245179992
"TC009628",-1.84399685763309,4.60671105579392,-6.123996228548,1.77874418889423e-08,1.97149848705613e-06,9.16671763643483
"TC014505",0.324665973877393,8.75856951313179,6.14998998774935,1.57924423619361e-08,1.78470081476507e-06,9.15978338500306
"TC013741",-1.48695755886374,4.43518072795209,-6.11629695166039,1.84246421226416e-08,2.01630636268771e-06,9.12979911147315
"TC006593",-0.794920664211788,5.97697813835472,-6.13826144585446,1.66637051762214e-08,1.8648789278282e-06,9.1035201568782
"TC005338",-1.09137427313922,5.25244909787753,-6.10318413109996,1.95620357878098e-08,2.06783318861971e-06,8.99577033554428
"TC006284",-0.647345492578822,3.83066001512263,-6.08312910572183,2.14366679060713e-08,2.2261303689485e-06,8.99158133380164
"TC005868",0.388117083878363,2.92783537559097,6.07743181816077,2.20007635284674e-08,2.22963386103623e-06,8.98357730444252
"TC005812",-0.483173255731791,3.52875703211198,-6.07699140526233,2.20449732247982e-08,2.22963386103623e-06,8.97676751550525
"TC004732",0.331947246747658,5.59867623886284,6.11491286089473,1.85415523939357e-08,2.01630636268771e-06,8.97489225324303
"TC010172",-1.63684726430911,3.55855753943445,-6.07063402415586,2.26929756545362e-08,2.27462548147686e-06,8.95412195900305
"TC008970",0.203495603383933,7.00530328021068,6.11131775895365,1.88486463394261e-08,2.03054529303331e-06,8.94903097888198
"TC009933",-0.31830651166829,7.04341034082176,-6.10552066072393,1.93544221972932e-08,2.06572615433517e-06,8.91906387938011
"TC001263",-0.27617786483312,6.81014911166247,-6.07693455633183,2.20506862286918e-08,2.22963386103623e-06,8.79153533459075
"TC009179",-0.842494300715321,5.06591070836369,-6.02746938397183,2.76167571624368e-08,2.73876285420418e-06,8.66025042600083
"TC008413",-1.30397974024332,2.3096973930586,-6.00916449587222,3.00096298949696e-08,2.90689919159088e-06,8.62580116921708
"TC014327",0.207397916297108,7.84265272629749,6.02602396596501,2.77986686858584e-08,2.73876285420418e-06,8.58843379409406
"TC011623",-0.410573817732107,4.34665086489292,-5.99351407742044,3.22165061489298e-08,3.06908815189019e-06,8.56698543415053
"TC004646",0.580237638023343,5.2366477048781,6.00097861322392,3.11446898233845e-08,2.99170699661795e-06,8.49922488779752
"TC013905",-0.334019881436641,6.05913220032339,-5.98193057337521,3.39520429886154e-08,3.20791147155549e-06,8.38123500699679
"TC007746",-0.375644989139591,3.67728585219585,-5.93876086885458,4.12690469406951e-08,3.86754718768612e-06,8.37578193524784
"TC009626",-1.32888925041322,4.34971161177258,-5.93613649822544,4.17607755429124e-08,3.87021373625795e-06,8.3458222671675
"TC015208",-0.500902936718016,2.95679646235588,-5.91068818246141,4.68381310528713e-08,4.21799325505037e-06,8.26586149229987
"TC030546",1.03310826394314,0.657209677882413,6.01564678726958,2.91397722437348e-08,2.84656063265705e-06,8.22760522338743
"TC005224",0.785758364378381,2.19175882827382,5.90691922089441,4.76400000764341e-08,4.25694791380663e-06,8.2249492525204
"TC016037",0.220176345031751,5.2768316626172,5.93336299330017,4.22867128581584e-08,3.87021373625795e-06,8.19887238420451
"TC001050",-0.474226451588516,4.50452032624695,-5.90406911912619,4.82553282625374e-08,4.27876283755591e-06,8.17139642488872
"TC006937",-0.384838142796197,6.67181492926972,-5.93326844310398,4.23047567249502e-08,3.87021373625795e-06,8.15369977323394
"TC015076",0.540149475180661,7.04663659226031,5.92398570339874,4.41136419544269e-08,4.00392087250928e-06,8.13048102074885
"TC015333",-0.297213103952132,7.92726498907806,-5.89564549369936,5.01200219286078e-08,4.41017933413024e-06,8.01535607440061
"TC012120",0.283856595217021,5.35195904732003,5.88578591235326,5.23927388290988e-08,4.57523560971987e-06,7.98927965600669
"TC001185",-0.591477036803361,3.03356364510322,-5.83159215327327,6.68160175990179e-08,5.42386080890056e-06,7.93230948859264
"TC014632",-0.438174974414542,3.87146870668385,-5.83830265120803,6.48376097706853e-08,5.30058955905454e-06,7.92470455919589
"TC016213",-1.21905116226819,1.9757148149189,-5.85612785752591,5.98577341521318e-08,5.05626838366557e-06,7.91463054608736
"TC030577",0.579202505352122,4.74970238427055,5.85524805742619,6.00944537661302e-08,5.05626838366557e-06,7.9039386941845
"TC001769",0.452065988574576,7.15696457439667,5.87123274190893,5.59337148271391e-08,4.83831539455982e-06,7.89625865879755
"TC007189",-1.36915442828045,7.84967660899984,-5.86881413851611,5.65445714997927e-08,4.83831539455982e-06,7.88899461179062
"TC000271",0.207996137599263,5.81587833171686,5.8683420142683,5.66645769294331e-08,4.83831539455982e-06,7.88840420162113
"TC000565",-0.923332459386589,1.78175383357528,-5.85092427348256,6.12712568992385e-08,5.08110631854332e-06,7.84308302829044
"TC001613",0.275424220333246,5.64946581247712,5.85338583778333,6.05985439085064e-08,5.06173489589386e-06,7.82745553250966
"TC006566",0.648144847887248,4.51854437862749,5.82713579318852,6.81625195687703e-08,5.45671282766342e-06,7.80521829105315
"TC009042",0.205751515387579,5.68997895238016,5.84623939472072,6.2571918183362e-08,5.15190357785438e-06,7.79058542678228
"TC006455",2.15076733379503,3.96205452361642,5.80907082468026,7.38994765278937e-08,5.83451552011665e-06,7.78758843639221
"TC007149",0.530386544700462,3.90065578462134,5.80060276825122,7.67495677695098e-08,6.01831474611659e-06,7.74570335439143
"TC001877",0.175713706358998,7.96812885831378,5.82711950682703,6.81674891284403e-08,5.45671282766342e-06,7.72097975726296
"TC005924",-0.355464541365898,11.9525271388418,-5.79315134999977,7.93466462368736e-08,6.17992426467866e-06,7.66195073147438
"TC008245",0.237448660439485,6.22533715962619,5.81733841045524,7.12173042320841e-08,5.66153010953954e-06,7.66162131563765
"TC000625",-0.529524777259614,1.98990741303318,-5.77584423953954,8.57166026942227e-08,6.5003636793178e-06,7.62723717826903
"TC013617",-1.47018558071443,-0.487245855873315,-6.10127894791732,1.97329444563346e-08,2.06783318861971e-06,7.55426057913804
"TC009808",-1.07102297156526,5.1451084299427,-5.77048739275642,8.77881466640324e-08,6.52860623610517e-06,7.54528797799371
"TC005635",-0.726348568143784,2.97862466480634,-5.7393801353518,1.00826324902789e-07,7.13494568531248e-06,7.54095002402202
"TC005179",0.203051789334271,6.93697730138664,5.79019753274353,8.03998875115004e-08,6.20261786343287e-06,7.5379748525846
"TC004819",-0.16939979102753,6.02640144903565,-5.78932338374999,8.07142083382433e-08,6.20261786343287e-06,7.53652913857347
"TC010557",0.386973212265607,8.20560041799978,5.77709940366522,8.52382073965731e-08,6.5003636793178e-06,7.5131629625941
"TC006668",0.756863891609509,5.13378927728575,5.77133106909667,8.7458655970364e-08,6.52860623610517e-06,7.50741731332745
"TC008608",-0.448334895786942,5.1100365043314,-5.76258437209104,9.09344224811019e-08,6.67644005057109e-06,7.49434547813048
"TC000516",3.4538846577394,7.27994243245003,5.76453377363447,9.0148203927667e-08,6.66114324791165e-06,7.48933204413705
"TC009772",-0.578455138684292,6.19684266750526,-5.77365234330314,8.65583592945923e-08,6.52129547443637e-06,7.46665071947459
"TC000583",-0.469927692224989,3.3647876556878,-5.71625415004709,1.11734279477804e-07,7.75718069534749e-06,7.43733419470485
"TC006819",-0.236009397701208,5.81291383369543,-5.76092298182133,9.16097963040562e-08,6.68345646833453e-06,7.42988507378675
"TC012206",0.484110638056275,4.89515040754863,5.74540886196603,9.81590662886335e-08,7.02782333608123e-06,7.41931075350545
"TC011118",0.280812936170195,6.85034699514988,5.7548487748158,9.4121232676239e-08,6.82349339030822e-06,7.38806714619565
"TC009552",-0.530464956118642,2.27768753592889,-5.71046780721131,1.14639964208972e-07,7.81925957063206e-06,7.38615816389171
"TC005356",0.327766561851074,3.95614580077699,5.71421985475862,1.12747487208682e-07,7.75718069534749e-06,7.37799472416483
"TC005817",-0.192953781673947,6.1020740200269,-5.74726641029492,9.73512974348499e-08,7.01355253457197e-06,7.3509135344781
"TC030051",0.300027608052515,4.69376702756862,5.7206080542546,1.09595712410696e-07,7.6564228906551e-06,7.33495975544415
"TC011534",-1.35976030937339,2.5298851090091,-5.70813295458338,1.15833336939809e-07,7.85418161708927e-06,7.32310811304057
"TC010940",-0.641610144635681,6.52981901554866,-5.73923095625731,1.00893219979694e-07,7.13494568531248e-06,7.31017089802666
"TC011550",0.261170372723947,5.5313326445462,5.72828684361721,1.05921549440039e-07,7.44486402680081e-06,7.2919057771102
"TC015091",-0.389273080363822,4.76871393740106,-5.69466957366409,1.22956372948683e-07,8.24022157546205e-06,7.23482991209676
"TC015327",-0.744769626435558,3.76844007058567,-5.67260101146929,1.35572894882906e-07,8.71065900510966e-06,7.23282662121036
"TC010100",0.164865026899759,6.75636440042777,5.71360229148367,1.13056854065965e-07,7.75718069534749e-06,7.20492316151661
"TC014167",-0.309534589762917,4.94492801995711,-5.69183014785804,1.24512641949249e-07,8.24860473418959e-06,7.19896585361135
"TC003580",0.448345343752587,4.41701258597605,5.67129473166693,1.36358280244604e-07,8.71065900510966e-06,7.15432355566467
"TC013598",0.260280306605524,8.26597689811493,5.69313833945084,1.23793243752074e-07,8.24835098687953e-06,7.15249928405903
"TC011068",-0.443272926055296,6.41896841122275,-5.69736763199086,1.21495288850817e-07,8.1899192665694e-06,7.14751650624822
"TC003448",-0.406511616248041,4.67351486698636,-5.67060120282954,1.36777069482506e-07,8.71065900510966e-06,7.14374552547591
"TC011911",0.207114864080759,5.7263425371041,5.68940085449556,1.25859458141598e-07,8.29018270856112e-06,7.11038246700651
"TC008092",-0.263540879283033,5.42043242226771,-5.67321923254105,1.3520274641109e-07,8.71065900510966e-06,7.08168940755793
"TC015361",0.361847788061806,5.71754257831242,5.6762378214235,1.33409621138015e-07,8.68820736077907e-06,7.06072926647544
"TC016344",-1.52074270915246,6.63495712982553,-5.66847850803986,1.38066725436909e-07,8.72426597751446e-06,7.04462525626402
"TC010669",-0.284092155001049,8.30174353291267,-5.66776247896692,1.38504439479929e-07,8.72426597751446e-06,7.04008889071295
"TC012583",0.227586462294075,4.96648017049105,5.65821929603532,1.44469945737385e-07,9.05057100279804e-06,7.03878278515862
"TC001018",-0.406354443133669,3.35470452017497,-5.61354859046887,1.75918544193251e-07,1.05615263485188e-05,7.01048924613615
"TC015371",-0.296457710820015,4.87471832123471,-5.64080741219514,1.56010854726535e-07,9.66847915286433e-06,6.99001457441603
"TC010885",-0.281990385677998,5.94976564821386,-5.65542541608666,1.46263644177913e-07,9.11341095372329e-06,6.96949518633062
"TC010234",0.833783271472348,2.97483372182705,5.58800325570851,1.96825911517022e-07,1.14010667440036e-05,6.90026012242189
"TC001136",-1.15199503999033,5.93378040943049,-5.63534124399417,1.59817078902783e-07,9.84983737180334e-06,6.89989237159322
"TC004980",0.222512701705237,5.87959698027156,5.63416740439131,1.60646258861718e-07,9.84983737180334e-06,6.87355614093824
"TC003753",0.337700145813366,6.87587795617463,5.63198762151209,1.62197232120943e-07,9.89231478655083e-06,6.85788985552485
"TC015762",-0.396307328230466,3.10071685233014,-5.57424574430244,2.09076102005658e-07,1.19901503871603e-05,6.85381513455269
"TC009722",0.169994402205989,7.50294341875025,5.61996669718097,1.71018030168044e-07,1.0321072427995e-05,6.81907695612938
"TC003809",0.285114241980223,5.25501463587901,5.61176635572854,1.77303626493349e-07,1.05895279926883e-05,6.81532642733042
"TC013521",0.239538777178373,7.10254443802465,5.62082221937988,1.70375001230792e-07,1.0321072427995e-05,6.81287982713348
"TC007858",0.702257477453597,5.07048816768724,5.60657727959798,1.81397575611952e-07,1.07781951241184e-05,6.80185459229246
"TC000868",-0.544778092271205,3.47960343336388,-5.55939891930768,2.23135384338532e-07,1.26703525875382e-05,6.7791602489416
"TC009013",-0.348923246501028,4.90045766322285,-5.58417796260301,2.00159601624919e-07,1.15361986396522e-05,6.75149648832156
"TC000056",-0.314687958396143,9.4859918160142,-5.59110617036485,1.94161819358792e-07,1.132055619653e-05,6.74374943570393
"TC007206",0.262850686072061,6.96406885598361,5.59428848336075,1.91466299585559e-07,1.13181130016551e-05,6.70146831855387
"TC014316",-0.644871730641634,7.65172113193372,-5.59226862824304,1.93172893409377e-07,1.132055619653e-05,6.699040963517
"TC011676",-0.497662346066321,6.03882362432184,-5.59076394536258,1.94453901874985e-07,1.132055619653e-05,6.68670328105285
"TC014184",-0.656311876816493,2.44275898483541,-5.51851106503754,2.66821881951326e-07,1.45765679301087e-05,6.60905819678246
"TC016323",0.251411956199028,6.71577531657621,5.57226203037101,2.10903058059534e-07,1.20350472784765e-05,6.59611441625325
"TC005376",-2.76429844117838,5.85443222227624,-5.53901882504818,2.43953970039957e-07,1.35848184186019e-05,6.58982952299257
"TC011020",0.805141587102772,0.937702951450486,5.54694194110736,2.35643412047848e-07,1.32500566374417e-05,6.53846927981621
"TC001210",0.28032042033779,5.69061015694653,5.54987673670102,2.32636087081995e-07,1.31450792931086e-05,6.52436573440167
"TC010653",0.920552797095945,2.71808444270129,5.49338403588122,2.97718372480802e-07,1.60364471008701e-05,6.52298848918388
"TC003529",0.396990573566976,7.1814513242793,5.54360401942027,2.39110166544928e-07,1.33797227658417e-05,6.48780808502793
"TC010422",-0.692798796096649,4.30139285768407,-5.48907302970102,3.03360530215474e-07,1.62643573571803e-05,6.43114914870915
"TC030073",0.578988711390118,5.3684670568728,5.52368172692643,2.60865473387505e-07,1.43235299138382e-05,6.42802976192748
"TC007793",0.296965802675804,6.44218869205716,5.53093908861649,2.52724564765675e-07,1.40055579714132e-05,6.42432367516358
"TC007063",-0.600386372998224,9.71466490971862,-5.5111172352944,2.75571503029219e-07,1.49835505444236e-05,6.40640020421652
"TC014119",-0.245967028791961,7.43248325845041,-5.52360978022822,2.60947452234409e-07,1.43235299138382e-05,6.40455783374437
"TC010522",0.230381868526397,4.46167372826112,5.48768252174972,3.05202645799847e-07,1.62873652691427e-05,6.37234793858524
"TC016347",-1.70144808027634,4.31855132494834,-5.46398535669756,3.38334389157484e-07,1.77271841082651e-05,6.3602431236222
"TC000928",0.242411007661456,7.33071253482081,5.50015095293799,2.89068716976205e-07,1.56436389698813e-05,6.30532777862818
"TC006469",-0.494424453109339,2.15493904086328,-5.43962459149494,3.76061833009233e-07,1.95264177887271e-05,6.28148993601246
"TC006586",-0.419523383412601,3.76068899777449,-5.43748629087837,3.79563614280311e-07,1.96198644924177e-05,6.2565266972051
"TC009706",-1.68639311639521,3.96751233359258,-5.42901711529411,3.93749537475155e-07,2.01722263043383e-05,6.24879229223992
"TC005087",0.174519005897725,5.86363542881333,5.48131755349012,3.13775683819366e-07,1.6667706485649e-05,6.22211011752536
"TC014664",-0.432253002734571,5.63172605441221,-5.47392611442995,3.24027616024927e-07,1.71333317886208e-05,6.22025295086636
"TC011538",-0.659125480035284,3.95583217802257,-5.42676441747858,3.97609412033592e-07,2.02798393473947e-05,6.20677563226548
"TC009671",-0.563578788525383,2.56483845546393,-5.41081092789733,4.26025279599458e-07,2.10763665147766e-05,6.18362068140721
"TC001252",-0.463350068691319,3.59987148980926,-5.41372750886631,4.20685907215265e-07,2.09019243640964e-05,6.16577204340258
"TC003034",0.167580203633141,7.34015143792286,5.4641503555843,3.38091947330131e-07,1.77271841082651e-05,6.15522565246919
"TC005369",-0.665010415094995,1.57653673329528,-5.41811461571654,4.12777624494451e-07,2.06873377284675e-05,6.1155115485435
"TC001639",0.227471029911059,6.32304540658215,5.44542827970227,3.66716138063351e-07,1.91273163957296e-05,6.06686711461497
"TC014227",-0.313498476666709,3.85789648069366,-5.39480870401631,4.56522385365057e-07,2.21921289810637e-05,6.06279924148023
