"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TC009232",0.0953597902838081,7.75351959837959,0.842136412559916,0.400137284277775,0.469307880264632,-7.57328094024184
"TC006734",0.0188733253003189,4.03073139799614,0.381238552652167,0.70319746484234,0.754912379131423,-7.57365858873166
"TC006308",-0.00394256198117007,3.7292338933814,-0.15135279625102,0.879761966516095,0.90447100586933,-7.57379130713238
"TC010440",0.0317578409731321,6.82069810705716,0.871463210252352,0.383943485995873,0.452739782810956,-7.57432023860207
"TC006130",0.0260510487085868,5.66693709307872,0.826604782473025,0.408877971817236,0.477930448859067,-7.5744659329172
"TC002070",-0.00173037647625909,3.7040967765844,-0.0803272417607619,0.936010974720376,0.950053111551411,-7.57455570537696
"TC008848",0.0157520484721128,4.97613017849586,0.706084714658601,0.480483159104977,0.548635506314709,-7.57534096694041
"TC014568",-0.0242712312167345,6.77338511197567,-0.872916975963814,0.383151347191469,0.452057312433901,-7.5755115395323
"TC014310",0.0148750090102429,6.50788513215884,0.875482571716416,0.381755838403804,0.450672104289152,-7.57588794233878
"TC005777",-0.0228506322757192,6.78916146968462,-0.869566573358048,0.384978450161048,0.453826886774619,-7.57783107378285
"TC003849",0.0190971294920887,4.1513136103698,0.422615482493602,0.672767920960648,0.727497896393022,-7.57788572045171
"TC007497",-0.0266153316288909,6.12259218290839,-0.857933053174678,0.391364034845704,0.460273151528009,-7.57820683363838
"TC015815",-0.0135576373585581,4.45828278197973,-0.545077177314549,0.585957408961647,0.648175353736118,-7.57912103008588
"TC007874",0.008508228651924,3.82140905517615,0.225359092857399,0.821797286644429,0.856034151777413,-7.57941489817274
"TC012388",-0.022414774754409,6.56663830812241,-0.867591054974831,0.386058275981601,0.454877499165577,-7.58023356418087
"TC015977",0.0281138404039473,6.62330829028293,0.868150467182204,0.385752311010404,0.454605644534523,-7.58055061093257
"TC009324",-0.00042223183231846,3.72446465590969,-0.0153512419667681,0.987758436412146,0.990390046599906,-7.58099363592144
"TC012175",0.0163467310687413,5.49949414361057,0.797621710956094,0.425490365674334,0.49437341763782,-7.5810464903189
"TC001594",-0.0199864552391003,5.98884190866467,-0.851148958424236,0.395117390573111,0.463917201391437,-7.58192850400761
"TC005067",0.00695688828092338,3.93745891405712,0.287982350185462,0.773486417271481,0.815183068451952,-7.58193510497389
"TC009322",0.0149487997835413,5.23939862797057,0.753406799471783,0.451580421300601,0.520618707038401,-7.58254751153065
"TC003403",0.00730702414740267,4.04904361131448,0.354660666838849,0.723001924271496,0.771360043763432,-7.58283752742456
"TC000431",0.023488866785259,6.36232940921164,0.860738501082932,0.389818265195654,0.458768823194689,-7.58562184842499
"TC013489",0.0187967938635846,6.13830827188968,0.85341229847829,0.393862759394434,0.462714780156782,-7.58592315188573
"TC000209",-0.0138447246407917,4.2345520196349,-0.442664199230128,0.658211043531101,0.714322393191407,-7.58595154721904
"TC012831",0.0147630449565103,5.7618329973604,0.825630228126259,0.409430193811181,0.478483049400102,-7.58643322464339
"TC000107",0.0123829779876026,4.02423137554989,0.337364874272398,0.735991547989496,0.782653087190949,-7.58668946694355
"TC005482",0.0332295307366153,6.93992107605467,0.85268662461841,0.394264756475481,0.463051537179073,-7.58799212899168
"TC004675",-0.0155329601484492,7.44940990053415,-0.838140064537628,0.402375461967138,0.471336221035915,-7.58807118583498
"TC006526",0.0297930989152429,4.16150616451941,0.424305392440711,0.671536063452568,0.7264919881566,-7.58822332500138
"TC000753",0.00702580657424366,3.81650707324828,0.14987860146065,0.88092429531961,0.905511376624621,-7.58862986868186
"TC008865",-0.00485819638104011,3.93677851117374,-0.263157091670658,0.792544118432323,0.831339501635787,-7.58962776252565
"TC003727",0.0170704082703481,4.18357692521396,0.423672407007286,0.671997373855054,0.726860461050514,-7.58971152220139
"TC003407",-0.0235650447065885,4.74309073319593,-0.62370433990664,0.533122493562279,0.599586540604054,-7.59012681768089
"TC015688",0.00982141696025431,3.84669792938202,0.209560717084139,0.834100789206998,0.866926366136176,-7.59052345529537
"TC006048",0.030033712984505,5.15712231030744,0.725296549498521,0.468628869506812,0.537239169487914,-7.5905998668179
